Subject,Course_Number,Course_Code,Title,Credits,Description,Requisites,Equivalent_To,Additional_Information,Repeatable,Other_Notes,Description_HTML
EDST,342,EDST 342,Curriculum Studies I,4 Credits,This course will examine the development of curriculum theory through analysis of a collection of pivotal readings authored by influential scholars from the 18th and 19th centuries paired with contemporary writings that link historical developments with current policy and practice.Sequence with EDST 333.,Prereq: EDST 333.,,,,,"<p class=""courseblockdesc"">
This course will examine the development of curriculum theory through analysis of a collection of pivotal readings authored by influential scholars from the 18th and 19th centuries paired with contemporary writings that link historical developments with current policy and practice.Sequence with <a class=""bubblelink code"" href=""/search/?P=EDST%20333"" onclick=""return showCourse(this, 'EDST 333');"" title=""EDST 333"">EDST 333</a>.<br/><b>Requisites:</b> Prereq: <a class=""bubblelink code"" href=""/search/?P=EDST%20333"" onclick=""return showCourse(this, 'EDST 333');"" title=""EDST 333"">EDST 333</a>.<br/>
</p>"
EDST,343,EDST 343,Curriculum Studies II,4 Credits,Examines basic assumptions underlying curriculum development in K-12 schools.,Prereq: EDST 342.,,,,,"<p class=""courseblockdesc"">
Examines basic assumptions underlying curriculum development in K-12 schools.<br/><b>Requisites:</b> Prereq: <a class=""bubblelink code"" href=""/search/?P=EDST%20342"" onclick=""return showCourse(this, 'EDST 342');"" title=""EDST 342"">EDST 342</a>.<br/>
</p>"
EDST,399,EDST 399,Special Studies: [Topic],1-5 Credits,"Recent topics include Exploring Educational Studies, IDEA Reading.",,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
Recent topics include Exploring Educational Studies, IDEA Reading.<br/><b>Repeatable 99 times</b><br/>
</p>"
EDST,401,EDST 401,Research: [Topic],1-18 Credits,Disciplined inquiry of a topic with varying techniques and assignments suited to the nature and conditions of the problem being investigated. Often pursued in relation to a dissertation or thesis.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
Disciplined inquiry of a topic with varying techniques and assignments suited to the nature and conditions of the problem being investigated. Often pursued in relation to a dissertation or thesis.<br/><b>Repeatable 99 times</b><br/>
</p>"
EDST,402,EDST 402,Supervised College Teaching,1-6 Credits,"A student, under faculty supervision and sponsorship, accepts responsibility for teaching a university course.",,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
A student, under faculty supervision and sponsorship, accepts responsibility for teaching a university course.<br/><b>Repeatable 99 times</b><br/>
</p>"
EDST,404,EDST 404,Internship: [Topic],1-18 Credits,Professional practice in an organization that integrates concepts studied at the university with career-related work experience.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
Professional practice in an organization that integrates concepts studied at the university with career-related work experience.<br/><b>Repeatable 99 times</b><br/>
</p>"
EDST,405,EDST 405,Reading and Conference: [Topic],1-18 Credits,A particular selection of material read by a student and discussed in conference with a faculty member.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
A particular selection of material read by a student and discussed in conference with a faculty member.<br/><b>Repeatable 99 times</b><br/>
</p>"
EDST,406,EDST 406,Practicum: [Topic],1-12 Credits,Recent topics include Educational Foundations.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
Recent topics include Educational Foundations.<br/><b>Repeatable 99 times</b><br/>
</p>"
EDST,407,EDST 407,Seminar: [Topic],1-5 Credits,"Recent topics include Professional Practices, Education for Minority Students, Reading in the Upper Elementary Grades.",,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
Recent topics include Professional Practices, Education for Minority Students, Reading in the Upper Elementary Grades.<br/><b>Repeatable 99 times</b><br/>
</p>"
EDST,408,EDST 408,Workshop: [Topic],1-6 Credits,"An intensive experience, limited in scope and time, in which a group of students focus on skills development rather than content mastery.",,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
An intensive experience, limited in scope and time, in which a group of students focus on skills development rather than content mastery.<br/><b>Repeatable 99 times</b><br/>
</p>"
EDST,409,EDST 409,Terminal Project,1-12 Credits,"Topics include Integrated Licensure I, II, III.",,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
Topics include Integrated Licensure I, II, III.<br/><b>Repeatable 99 times</b><br/>
</p>"
EDST,410,EDST 410,Experimental Course: [Topic],1-5 Credits,"Topics include Foundations of Education, Science and Health Methods, Social Studies and Language Arts Methods.",,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
Topics include Foundations of Education, Science and Health Methods, Social Studies and Language Arts Methods.<br/><b>Repeatable 99 times</b><br/>
</p>"
EDST,420,EDST 420,Living in a Stratified Society,4 Credits,Examines the role of public education in the social context of the United States. The purpose of the course is to develop critical ways of thinking about schools as institutions that both reproduce and challenge social inequality.,"Prereq: EDST 111, EDST 225.",,,,,"<p class=""courseblockdesc"">
Examines the role of public education in the social context of the United States. The purpose of the course is to develop critical ways of thinking about schools as institutions that both reproduce and challenge social inequality.<br/><b>Requisites:</b> Prereq: <a class=""bubblelink code"" href=""/search/?P=EDST%20111"" onclick=""return showCourse(this, 'EDST 111');"" title=""EDST 111"">EDST 111</a>, <a class=""bubblelink code"" href=""/search/?P=EDST%20225"" onclick=""return showCourse(this, 'EDST 225');"" title=""EDST 225"">EDST 225</a>.<br/>
</p>"
EDST,422,EDST 422,Technology Education,4 Credits,"Examines educational technology, including the theoretical, methodological, practical, and policy issues that influence the field.",,,,,,"<p class=""courseblockdesc"">
Examines educational technology, including the theoretical, methodological, practical, and policy issues that influence the field.<br/>
</p>"
EDST,440,EDST 440,Physical Education for Diverse Learners,3 Credits,Provides a variety of physical education and fitness activities appropriate for children with diverse abilities.,,,,,,"<p class=""courseblockdesc"">
Provides a variety of physical education and fitness activities appropriate for children with diverse abilities.<br/>
</p>"
EDST,448,EDST 448,Integrating the Arts,4 Credits,"This course introduces students to the foundational conceptions of art, learning, curriculum, culture and society that inform the integration of the arts across subjects in elementary classrooms.",,,,,,"<p class=""courseblockdesc"">
This course introduces students to the foundational conceptions of art, learning, curriculum, culture and society that inform the integration of the arts across subjects in elementary classrooms.<br/>
</p>"
EDST,449,EDST 449,Introduction to Adaptive Physical Education,4 Credits,"This course is designed to introduce students to the knowledge, skills, and strategies necessary to teach adaptive physical education.",,,,,,"<p class=""courseblockdesc"">
This course is designed to introduce students to the knowledge, skills, and strategies necessary to teach adaptive physical education.<br/>
</p>"
EDST,450,EDST 450,Food and Schools,4 Credits,"This course focuses on a topic that has typically been omitted from education courses and programs: food. Through this course, we will be thinking about the ways that food intersects with schools, and the implications of this for formal and informal educators.",Prereq: EDST 420.,,,,,"<p class=""courseblockdesc"">
This course focuses on a topic that has typically been omitted from education courses and programs: food. Through this course, we will be thinking about the ways that food intersects with schools, and the implications of this for formal and informal educators.<br/><b>Requisites:</b> Prereq: <a class=""bubblelink code"" href=""/search/?P=EDST%20420"" onclick=""return showCourse(this, 'EDST 420');"" title=""EDST 420"">EDST 420</a>.<br/>
</p>"
